S. No.,Student Name,Student Email id,First Login Date,Active Status,Gender,Institute Name,Institute City,Institute State,Grade,Volunteer
2858,Mansi Kamble,kamblemansi@gmail.com,23-03-2022,TRUE,Female,XYZ School Of Lifeskills,Amritsar,Punjab,Graduate,TRUE
2859,Aakash Dhanshetti,dhanshettiaakash@gmail.com,07-09-2022,TRUE,Male,XYZ Public School,Raipur,Chhattisgarh,Grade 8-12,FALSE
2860,Reshma Dhadake,dhadakereshma@gmail.com,13-03-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Allahabad,Uttar Pradesh,Graduate,TRUE
2861,Rucha Solsae,solsaerucha@gmail.com,21-10-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Howrah,West Bengal,Postgraduate,TRUE
2862,Aishwarya Tadkase,tadkaseaishwarya@gmail.com,02-07-2022,FALSE,Female,XYZ School Of Lifeskills,Ranchi,Jharkhand,Graduate,FALSE
2863,Shivpriya Chitkoti,chitkotishivpriya@gmail.com,15-07-2022,TRUE,Female,XYZ Pu College,Coimbatore,Tamil Nadu,Grade 8-12,FALSE
2864,Bhagyashree Phatate,phatatebhagyashree@gmail.com,03-07-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Guwahati,Assam,Graduate,FALSE
2865,Shivansh Hukkeri,hukkerishivansh@gmail.com,10-08-2022,FALSE,Male,XYZ School Of Commerce,Chandigarh,Chandigarh,Graduate,FALSE
2866,Teju Umbarje,umbarjeteju@gmail.com,15-09-2022,FALSE,Female,XYZ School Of Commerce,Thiruvananthapuram,Kerala,Others,TRUE
2867,Sakshi Gumate,gumatesakshi@gmail.com,22-08-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Dehradun,Uttarakhand,Graduate,FALSE
2868,Aishwarya Malgae,malgaeaishwarya@gmail.com,07-06-2022,TRUE,Female,XYZ School Of Engineering,Mumbai,Maharashtra,Postgraduate,FALSE
2869,Nandini Yedke,yedkenandini@gmail.com,26-06-2022,FALSE,Female,XYZ Public School,Delhi,Delhi,Grade 6-8,FALSE
2870,Pujita Konda,kondapujita@gmail.com,01-03-2022,FALSE,Female,XYZ School Of Commerce,Bengaluru,Karnataka,Graduate,FALSE
2871,Viraj Patil,patilviraj@gmail.com,26-08-2022,TRUE,Male,XYZ Pu College,Kolkata,West Bengal,Professional,FALSE
2872,Shivraj Umbarje,umbarjeshivraj@gmail.com,16-10-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Chennai,Tamil Nadu,Postgraduate,FALSE
2873,Rakshit Phatate,phataterakshit@gmail.com,17-10-2022,FALSE,Male,XYZ School Of Management Studies,Hyderabad,Telangana,Professional,FALSE
2874,Sanskriti Kore,koresanskriti@gmail.com,22-08-2022,TRUE,Female,XYZ School Of Law,Ahmedabad,Gujarat,Professional,FALSE
2875,Rajnandini Birajdar,birajdarrajnandini@gmail.com,16-09-2022,FALSE,Female,XYZ Public School,Pune,Maharashtra,Grade 6-8,TRUE
2876,Shreya Patil,patilshreya@gmail.com,18-05-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Surat,Gujarat,Postgraduate,FALSE
2877,Tanu Pansare,pansaretanu@gmail.com,05-05-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Jaipur,Rajasthan,Graduate,TRUE
2878,Anvi Bagale,bagaleanvi@gmail.com,01-09-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Lucknow,Uttar Pradesh,Postgraduate,FALSE
2879,Ritesh Dhayfule,dhayfuleritesh@gmail.com,20-07-2022,TRUE,Male,XYZ Pu College,Kanpur,Uttar Pradesh,Graduate,FALSE
2880,Navya Phatate,phatatenavya@gmail.com,16-07-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Nagpur,Maharashtra,Others,FALSE
2881,Pranvi Ligade,ligadepranvi@gmail.com,05-03-2022,TRUE,Female,XYZ School Of Management Studies,Visakhapatnam,Andhra Pradesh,Professional,FALSE
2882,Shivansh Krajgikar,krajgikarshivansh@gmail.com,29-10-2022,FALSE,Male,XYZ Pu College,Patna,Bihar,Postgraduate,FALSE
2883,Sakshi Banajgole,banajgolesakshi@gmail.com,22-05-2022,FALSE,Female,XYZ School Of Architecture,Ludhiana,Punjab,Graduate,TRUE
2884,Aditya Barbade,barbadeaditya@gmail.com,14-06-2022,FALSE,Male,XYZ School Of Management Studies,Agra,Uttar Pradesh,Graduate,TRUE
2885,Vibha Dargopatil,dargopatilvibha@gmail.com,25-05-2022,TRUE,Female,XYZ Pu College,Nashik,Maharashtra,Grade 8-12,FALSE
2886,Advait Hatti,hattiadvait@gmail.com,28-06-2022,FALSE,Male,XYZ Public School,Meerut,Uttar Pradesh,Grade 6-8,TRUE
2887,Rohit Hatte,hatterohit@gmail.com,26-03-2022,FALSE,Male,XYZ Public School,Rajkot,Gujarat,Grade 6-8,TRUE
2888,Shubhada Birajdar,birajdarshubhada@gmail.com,21-03-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Varanasi,Uttar Pradesh,Graduate,TRUE
2889,Ayush Bidarkote,bidarkoteayush@gmail.com,05-02-2022,TRUE,Male,XYZ School Of Management Studies,Srinagar,Jammu and Kashmir,Others,FALSE
2890,Sahil Gandhi,gandhisahil@gmail.com,12-02-2022,FALSE,Male,XYZ Public School,Aurangabad,Maharashtra,Grade 6-8,FALSE
2891,Karan Kakde,kakdekaran@gmail.com,30-05-2022,TRUE,Male,XYZ School Of Management Studies,Solapur,Maharashtra,Others,TRUE
2892,Pavan Bhosle,bhoslepavan@gmail.com,30-03-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Thane,Maharashtra,Postgraduate,TRUE
2893,Avneesh Udeshi,udeshiavneesh@gmail.com,29-05-2022,FALSE,Male,XYZ School Of Law,Bhopal,Madhya Pradesh,Postgraduate,FALSE
2894,Mayank Raj,rajmayank@gmail.com,15-02-2022,FALSE,Male,XYZ School Of Engineering,Ghaziabad,Uttar Pradesh,Graduate,TRUE
2895,Kairav Mehera,meherakairav@gmail.com,29-06-2022,FALSE,Male,XYZ School Of Engineering,Jalandhar,Punjab,Postgraduate,FALSE
2896,Amit Awaje,awajeamit@gmail.com,21-06-2022,FALSE,Male,XYZ School Of Law,Vijayawada,Andhra Pradesh,Postgraduate,TRUE
2897,Ira Mantha,manthaira@gmail.com,31-07-2022,TRUE,Female,XYZ School Of Law,Jodhpur,Rajasthan,Graduate,TRUE
2898,Shital Jetgi,jetgishital@gmail.com,11-08-2022,TRUE,Female,XYZ Public School,Gwalior,Madhya Pradesh,Grade 8-12,TRUE
2899,Pratiksha Kinikar,kinikarpratiksha@gmail.com,08-05-2022,FALSE,Female,XYZ School Of Architecture,Dhanbad,Jharkhand,Professional,TRUE
2900,Akshata Rampure,rampureakshata@gmail.com,10-08-2022,FALSE,Female,XYZ Public School,Amritsar,Punjab,Postgraduate,FALSE
2901,Ayushi Doshi,ayushidoshi@gmail.com,08-10-2022,TRUE,Female,XYZ School Of Engineering,Raipur,Chhattisgarh,Others,FALSE
2902,Kush Bagalkote,kushb3@gmail.com,12-02-2022,FALSE,Male,XYZ Public School,Varanasi,Uttar Pradesh,Grade 6-8,TRUE
2903,Aadhya,aadhya@gmail.com,09-09-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Solapur,Maharashtra,Professional,TRUE
2904,Rahul,rahul@gmail.com,20-03-2022,TRUE,Male,XYZ School Of Commerce,Bengaluru,Karnataka,Postgraduate,TRUE
2905,Harsh,harsh@gmail.com,22-03-2022,FALSE,Male,XYZ School Of Architecture,Kolkata,West Bengal,Others,TRUE
2906,Sanjay,sanjay@gmail.com,23-07-2022,FALSE,Male,XYZ Pu College,Noida,Uttar Pradesh,Grade 8-12,TRUE
2907,Pranav,pranav@gmail.com,25-08-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Delhi,Delhi,Graduate,FALSE
2908,Ram,ram@gmail.com,11-09-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Chennai,Tamil Nadu,Graduate,TRUE
2909,Sanvi,sanvi@gmail.com,16-07-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Kolkata,West Bengal,Postgraduate,FALSE
2910,Preethi,preethi@gmail.com,09-06-2022,FALSE,Female,XYZ School Of Management Studies,Noida,Uttar Pradesh,Others,FALSE
2911,Prem,prem@gmail.com,02-06-2022,FALSE,Male,XYZ Public School,Pune,Maharashtra,Professional,FALSE
2912,Hemanth,hemanth@gmail.com,25-05-2022,FALSE,Male,XYZ School Of Engineering,Mumbai,Maharashtra,Graduate,FALSE
2913,Sowmya,sowmya@gmail.com,15-07-2022,FALSE,Female,XYZ School Of Commerce,Mumbai,Maharashtra,Professional,TRUE
2914,Deepthi,deepthi@gmail.com,04-04-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Mysore,Karnataka,Postgraduate,FALSE
2915,Deepika,deepika@gmail.com,06-08-2022,FALSE,Female,XYZ School Of Engineering,Agra,Uttar Pradesh,Postgraduate,TRUE
2916,Praneetha,praneetha@gmail.com,30-08-2022,TRUE,Female,XYZ School Of Law,Surat,Gujarat,Graduate,FALSE
2917,Prajakta,prajakta@gmail.com,25-06-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Bengaluru,Karnataka,Graduate,FALSE
2918,Leela,leela@gmail.com,12-06-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Hyderabad,Telangana,Professional,FALSE
2919,Preman,preman@gmail.com,03-05-2022,FALSE,Male,XYZ Public School,Chennai,Tamil Nadu,Grade 8-12,FALSE
2920,Lohith,lohith@gmail.com,03-02-2022,FALSE,Male,XYZ Public School,Pondicherry,Puducherry,Grade 6-8,FALSE
2921,Manas,manas@gmail.com,01-03-2022,TRUE,Male,XYZ School Of Engineering,Agra,Uttar Pradesh,Postgraduate,FALSE
2922,Manasa,manasa@gmail.com,24-08-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Amritsar,Punjab,Graduate,TRUE
2923,Sangeetha,sangeetha@gmail.com,04-10-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Jaipur,Rajasthan,Professional,TRUE
2924,Ayush,ayush@gmail.com,11-03-2022,TRUE,Male,XYZ School Of Engineering,Pondicherry,Puducherry,Professional,FALSE
2925,Shravya,shravya@gmail.com,16-03-2022,TRUE,Female,XYZ Public School,Bengaluru,Karnataka,Grade 6-8,FALSE
2926,Swetha,swetha@gmail.com,20-10-2022,TRUE,Female,XYZ Public School,Bengaluru,Karnataka,Grade 6-8,FALSE
2927,Srinivas,srinivas@gmail.com,15-10-2022,TRUE,Male,XYZ School Of Law,Chennai,Tamil Nadu,Postgraduate,FALSE
2928,Prajwal,prajwal@gmail.com,01-08-2022,FALSE,Male,XYZ Pu College,Delhi,Delhi,Grade 8-12,TRUE
2929,Ravi,ravi@gmail.com,28-03-2022,FALSE,Male,XYZ School Of Commerce,Mumbai,Maharashtra,Graduate,TRUE
2930,Priyank,priyank@gmail.com,04-08-2022,FALSE,Male,XYZ Public School,Chennai,Tamil Nadu,Grade 6-8,TRUE
2931,Malathi,malathi@gmail.com,25-05-2022,FALSE,Female,XYZ School Of Management Studies,Hyderabad,Telangana,Professional,TRUE
2932,Manohar,manohar@gmail.com,06-06-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Mysore,Karnataka,Professional,FALSE
2933,Manjunath,manjunath@gmail.com,01-06-2022,TRUE,Male,XYZ School Of Law,Kanpur,Uttar Pradesh,Professional,FALSE
2934,Pavitra,pavitra@gmail.com,10-04-2022,FALSE,Female,XYZ School Of Lifeskills,Patna,Bihar,Postgraduate,TRUE
2935,Shiva,shiva@gmail.com,26-04-2022,TRUE,Male,XYZ Public School,Jaipur,Rajasthan,Grade 6-8,FALSE
2936,Paramesh,paramesh@gmail.com,19-06-2022,TRUE,Male,XYZ Public School,Hyderabad,Telangana,Professional,TRUE
2937,Venkat,venkat@gmail.com,10-04-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Bengaluru,Karnataka,Graduate,FALSE
2938,Sai Kiran,sai@gmail.com,19-05-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Mumbai,Maharashtra,Professional,FALSE
2939,Chitra,chitra@gmail.com,21-05-2022,FALSE,Female,XYZ School Of Engineering,Delhi,Delhi,Professional,FALSE
2940,Surya,surya@gmail.com,15-09-2022,FALSE,Male,XYZ School Of Management Studies,Hyderabad,Telangana,Professional,TRUE
2941,Charan,charan@gmail.com,02-02-2022,TRUE,Male,XYZ School Of Management Studies,Hyderabad,Telangana,Graduate,FALSE
2942,Chaitra,chaitra@gmail.com,26-10-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Pune,Maharashtra,Graduate,FALSE
2943,Ria,ria@gmail.com,21-04-2022,FALSE,Female,XYZ School Of Architecture,Lucknow,Uttar Pradesh,Graduate,FALSE
2944,Gulshan,gulshan@gmail.com,10-10-2022,TRUE,Male,XYZ School Of Law,Mysore,Karnataka,Professional,FALSE
2945,Siddharth,siddharth@gmail.com,25-04-2022,TRUE,Male,XYZ Public School,Agra,Uttar Pradesh,Grade 8-12,TRUE
2946,Virat,virat@gmail.com,21-02-2022,FALSE,Male,XYZ Public School,Pondicherry,Puducherry,Grade 8-12,FALSE
2947,Likitha,likitha@gmail.com,12-04-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Surat,Gujarat,Postgraduate,TRUE
2948,Gayathri,gayathri@gmail.com,07-04-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Lucknow,Uttar Pradesh,Others,FALSE
2949,Akash,akash@gmail.com,05-05-2022,FALSE,Male,XYZ School Of Lifeskills,Chennai,Tamil Nadu,Graduate,FALSE
2950,Ankush,ankush@gmail.com,15-06-2022,TRUE,Male,XYZ Public School,Hyderabad,Telangana,Grade 8-12,FALSE
2951,Ankita,ankita@gmail.com,22-04-2022,FALSE,Female,XYZ School Of Management Studies,Bengaluru,Karnataka,Professional,TRUE
2952,Ankit,ankit@gmail.com,12-09-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Noida,Uttar Pradesh,Professional,TRUE
2953,Raj,raj@gmail.com,21-05-2022,FALSE,Male,XYZ School Of Architecture,Bengaluru,Karnataka,Postgraduate,FALSE
2954,Tina,tina@gmail.com,18-09-2022,FALSE,Female,XYZ Public School,Chennai,Tamil Nadu,Postgraduate,TRUE
2955,Swathi,"swathi@g,mail.com",15-09-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Hyderabad,Telangana,Graduate,TRUE
2956,Varun,varun@gmail.com,15-05-2022,FALSE,Male,XYZ Pu College,Allahabad,Uttar Pradesh,Grade 8-12,TRUE
2957,Suresh,suresh@gmail.com,29-05-2022,TRUE,Male,XYZ Pu College,Kanpur,Uttar Pradesh,Graduate,TRUE
2958,Mahendra,mahendra@gmail.com,02-08-2022,TRUE,Male,XYZ School Of Engineering,Jaipur,Rajasthan,Professional,FALSE
2959,Anushka,anushka@gmail.com,02-09-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Kolkata,West Bengal,Postgraduate,TRUE
2960,Aishwarya,aishwarya@gmail.com,06-02-2022,FALSE,Female,XYZ School Of Lifeskills,Allahabad,Uttar Pradesh,Graduate,FALSE
2961,Rashmitha,rashmitha@gmail.com,25-10-2022,TRUE,Female,XYZ School Of Lifeskills,Amritsar,Punjab,Professional,TRUE
2962,Gowri,gowri@gmail.com,07-07-2022,FALSE,Female,XYZ School Of Law,Noida,Uttar Pradesh,Professional,TRUE
2963,Siddhant,siddhant@gmail.com,24-05-2022,TRUE,Male,XYZ Public School,Chennai,Tamil Nadu,Grade 6-8,FALSE
2964,Vijay,vijay@gmail.com,20-02-2022,FALSE,Male,XYZ Pu College,Hyderabad,Telangana,Grade 8-12,FALSE
2965,Bhargav,bhargav@gmail.com,20-05-2022,TRUE,Male,XYZ School Of Lifeskills,Bengaluru,Karnataka,Postgraduate,FALSE
2966,Narendra,narendra@gmail.com,03-05-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Delhi,Delhi,Postgraduate,FALSE
2967,Shankar,shankar@gmail.com,26-07-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Mumbai,Maharashtra,Postgraduate,TRUE
2968,Vikram,vikram@gmail.com,25-10-2022,FALSE,Male,XYZ Public School,Thiruvanantapuram,Kerala,Grade 6-8,FALSE
2969,Vinay,vinay@gmail.com,15-02-2022,TRUE,Male,XYZ School Of Commerce,Thiruvanantapuram,Kerala,Professional,FALSE
2970,Vishal,vishal@gmail.com,29-05-2022,TRUE,Male,XYZ Public School,Jaipur,Rajasthan,Grade 6-8,TRUE
2971,Prarthana,prarthana@gmail.com,16-09-2022,TRUE,Female,XYZ School Of Management Studies,Kolkata,West Bengal,Postgraduate,FALSE
2972,Radha,radha@gmail.com,08-07-2022,FALSE,Female,XYZ Public School,Lucknow,Uttar Pradesh,Grade 8-12,FALSE
2973,Kushi,kushi@gmail.com,16-02-2022,TRUE,Female,XYZ Pu College,Agra,Uttar Pradesh,Grade 8-12,TRUE
2974,Chandana,chandana@gmail.com,31-08-2022,TRUE,Female,XYZ School Of Architecture,Surat,Gujarat,Postgraduate,FALSE
2975,Tushar,tushar@gmail.com,23-04-2022,TRUE,Male,XYZ School Of Architecture,Allahabad,Uttar Pradesh,Graduate,TRUE
2976,Arun,arun@gmail.com,13-06-2022,TRUE,Male,XYZ School Of Engineering,Bengaluru,Karnataka,Postgraduate,FALSE
2977,Aman,aman@gmail.com,13-07-2022,FALSE,Male,XYZ Public School,Chennai,Tamil Nadu,Grade 6-8,FALSE
2978,Naman,naman@gmail.com,30-09-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Noida,Uttar Pradesh,Graduate,FALSE
2979,Deepa,deepa@gmail.com,19-07-2022,FALSE,Female,XYZ School Of Commerce,Mysore,Karnataka,Postgraduate,FALSE
2980,Harshitha,harshitha@gmail.com,10-06-2022,TRUE,Female,XYZ School Of Law,Agra,Uttar Pradesh,Graduate,TRUE
2981,Lavanya,lavanya@gmail.com,17-04-2022,TRUE,Female,XYZ School Of Lifeskills,Patna,Bihar,Graduate,FALSE
2982,Ramesh,ramesh@gmail.com,26-03-2022,TRUE,Male,XYZ School Of Lifeskills,Jaipur,Rajasthan,Others,TRUE
2983,Vignesh,vignesh@gmail.com,24-09-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Mumbai,Maharashtra,Graduate,FALSE
2984,Siri,sriri@gmail.com,30-09-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Delhi,Delhi,Professional,TRUE
2985,Bhanu,bhanu@gmail.com,29-08-2022,FALSE,Female,XYZ School Of Lifeskills,Kanpur,Uttar Pradesh,Graduate,FALSE
2986,Ramya,ramya@gmail.com,20-03-2022,TRUE,Female,XYZ School Of Architecture,Ahmedabad,Gujarat,Postgraduate,FALSE
2987,Ayushi,ayushi@gmail.com,20-04-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Kanpur,Uttar Pradesh,Others,FALSE
2988,Anu,anu@gmail.com,21-03-2022,TRUE,Female,XYZ Public School,Allahabad,Uttar Pradesh,Grade 6-8,TRUE
2989,Lekha,lekha@gmail.com,29-03-2022,FALSE,Female,XYZ Public School,Agra,Uttar Pradesh,Grade 8-12,TRUE
2990,Nagarjuna,nagarjuna@gmail.com,10-09-2022,TRUE,Male,XYZ School Of Engineering,Surat,Gujarat,Graduate,TRUE
2991,Kamal,kamal@gmail.com,20-02-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Chennai,Tamil Nadu,Graduate,TRUE
2992,Karthik,karthik@gmail.com,15-04-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Noida,Uttar Pradesh,Postgraduate,TRUE
2993,Arya,arya@gmail.com,08-07-2022,FALSE,Male,XYZ Pu College,Mumbai,Maharashtra,Graduate,TRUE
2994,Shubam,shubam@gmail.com,06-10-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Bengaluru,Karnataka,Graduate,TRUE
2995,Premansh,premansh@gmail.com,02-03-2022,TRUE,Male,XYZ Public School,Delhi,Delhi,Grade 8-12,TRUE
2996,Jasmine,jasmine@gmail.com,15-08-2022,FALSE,Female,XYZ School Of Law,Surat,Gujarat,Professional,FALSE
2997,Rajini,rajini@gmail.com,20-07-2022,TRUE,Female,XYZ School Of Management Studies,Amritsar,Punjab,Postgraduate,FALSE
2998,Shravani,shravani@gmail.com,26-02-2022,TRUE,Female,XYZ School Of Commerce,Allahabad,Uttar Pradesh,Others,TRUE
2999,Sneha,sneha@gmail.com,23-05-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Thiruvanantapuram,Kerala,Graduate,TRUE
3000,Srimukhi,srimukhi@gmail.com,09-05-2022,TRUE,Female,XYZ School Of Engineering,Pune,Maharashtra,Professional,FALSE
3001,Priya,priya@gmail.com,04-09-2022,FALSE,Female,XYZ School Of Lifeskills,Thiruvanantapuram,Kerala,Graduate,TRUE
3002,Anusuya,anasuya@gmail.com,06-07-2022,TRUE,Female,XYZ Public School,Jaipur,Rajasthan,Others,FALSE
3003,Pallavi,pallavi@gmail.com,18-05-2022,TRUE,Female,XYZ School Of Engineering,Amritsar,Punjab,Professional,FALSE
3004,Uma,uma@gmail.com,25-08-2022,FALSE,Female,XYZ School Of Lifeskills,Kolkata,West Bengal,Graduate,TRUE
3005,Kiran,kiran@gmail.com,10-06-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Lucknow,Uttar Pradesh,Postgraduate,FALSE
3006,Vivek,vivek@gmail.com,04-09-2022,FALSE,Male,XYZ School Of Engineering,Thiruvanantapuram,Kerala,Professional,FALSE
3007,Raveer,ranveer@gmail.com,20-05-2022,TRUE,Male,XYZ School Of Engineering,Bengaluru,Karnataka,Professional,TRUE
3008,Ranbir,ranbir@gmail.com,06-07-2022,FALSE,Male,XYZ School Of Law,Mumbai,Maharashtra,Professional,FALSE
3009,Sunil,sunil@gmail.com,08-05-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Delhi,Delhi,Postgraduate,TRUE
3010,Lochan,lochan@gmail.com,02-04-2022,TRUE,Male,XYZ School Of Architecture,Chennai,Tamil Nadu,Professional,FALSE
3011,Rakshith,rakshith@gmail.com,27-09-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Hyderabad,Telangana,Graduate,FALSE
3012,Satya,satya@gmail.com,18-07-2022,FALSE,Female,XYZ School Of Commerce,Kolkata,West Bengal,Postgraduate,FALSE
3013,Vasanthi,vasanthi@gmail.com,02-04-2022,TRUE,Female,XYZ School Of Engineering,Lucknow,Uttar Pradesh,Graduate,FALSE
3014,Sadha,sadha@gmail.com,29-05-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Allahabad,Uttar Pradesh,Others,TRUE
3015,Akhil,akhil@gmail.com,04-03-2022,TRUE,Male,XYZ Public School,Ahmedabad,Gujarat,Grade 6-8,TRUE
3016,Avinash,avinash@gmail.com,13-10-2022,FALSE,Male,XYZ School Of Law,Patna,Bihar,Graduate,TRUE
3017,Arjun,arjun@gmail.com,26-09-2022,TRUE,Male,XYZ School Of Engineering,Agra,Uttar Pradesh,Graduate,TRUE
3018,Kaushal,kaushal@gmail.com,25-03-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Surat,Gujarat,Postgraduate,TRUE
3019,Tarun,tarun@gmail.com,28-10-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Noida,Uttar Pradesh,Graduate,TRUE
3020,Omkar,omkar@gmail.com,15-09-2022,FALSE,Male,XYZ Public School,Amritsar,Punjab,Grade 6-8,TRUE
3021,Chaitanya,chaitanya@gmail.com,25-02-2022,FALSE,Male,XYZ School Of Management Studies,Mysore,Karnataka,Graduate,FALSE
3022,Chetan,chetan@gmail.com,14-10-2022,FALSE,Male,XYZ School Of Engineering,Jaipur,Rajasthan,Professional,TRUE
3023,Gagan,gagan@gmail.com,21-06-2022,TRUE,Male,XYZ School Of Engineering,Kanpur,Uttar Pradesh,Professional,TRUE
3024,Nayan,nayan@gmail.com,15-09-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Pondicherry,Puducherry,Postgraduate,TRUE
3025,Tejas,tejas@gmail.com,19-03-2022,FALSE,Male,XYZ School Of Law,Noida,Uttar Pradesh,Professional,TRUE
3026,Jai,jai@gmail.com,02-10-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Mysore,Karnataka,Postgraduate,FALSE
3027,Hardhik,hardhik@gmail.com,13-05-2022,TRUE,Male,XYZ Public School,Hyderabad,Telangana,Grade 6-8,FALSE
3028,Alok,alok@gmail.com,15-08-2022,TRUE,Male,XYZ Public School,Kolkata,West Bengal,Grade 6-8,FALSE
3029,Amardeep,amardeep@gmail.com,26-10-2022,TRUE,Male,XYZ School Of Management Studies,Hyderabad,Telangana,Graduate,FALSE
3030,Mallika,mallika@gmail.com,19-04-2022,TRUE,Female,XYZ Public School,Bengaluru,Karnataka,Grade 6-8,FALSE
3031,Sara,sara@gmail.com,15-03-2022,TRUE,Female,XYZ Public School,Chennai,Tamil Nadu,Grade 6-8,TRUE
3032,Ananya,ananya@gmail.com,27-07-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Patna,Bihar,Others,TRUE
3033,Bhagya,bhagya@gmail.com,15-02-2022,TRUE,Female,XYZ Public School,Agra,Uttar Pradesh,Grade 8-12,TRUE
3034,Manisha,manisha@gmail.com,14-04-2022,FALSE,Female,XYZ School Of Lifeskills,Mysore,Karnataka,Graduate,TRUE
3035,Naina,naina@gmail.com,12-05-2022,FALSE,Female,XYZ School Of Management Studies,Surat,Gujarat,Professional,TRUE
3036,Shraddha,shraddha@gmail.com,24-10-2022,FALSE,Female,XYZ School Of Architecture,Noida,Uttar Pradesh,Postgraduate,FALSE
3037,Pooja,pooja@gmail.com,16-08-2022,TRUE,Female,XYZ Public School,Amritsar,Punjab,Grade 6-8,TRUE
3038,Tanuja,tanuja@gmail.com,01-08-2022,TRUE,Female,XYZ Public School,Jaipur,Rajasthan,Grade 8-12,TRUE
3039,Varshini,varshini@gmail.com,20-04-2022,TRUE,Female,XYZ School Of Engineering,Pondicherry,Puducherry,Graduate,TRUE
3040,Vidya,vidya@gmail.com,19-02-2022,TRUE,Female,XYZ School Of Lifeskills,Kanpur,Uttar Pradesh,Graduate,TRUE
3041,Shalini,shalini@gmail.com,02-08-2022,FALSE,Female,XYZ School Of Commerce,Hyderabad,Telangana,Graduate,TRUE
3042,Varshitha,varshitha@gmail.com,09-02-2022,TRUE,Female,XYZ Public School,Kolkata,West Bengal,Grade 8-12,TRUE
3043,Tanya,tanya@gmail.com,08-06-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Chennai,Tamil Nadu,Postgraduate,TRUE
3044,Nirupama,nirupama@gmail.com,05-10-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Mumbai,Maharashtra,Postgraduate,TRUE
3045,Vismaya,vismaya@gmail.com,11-10-2022,FALSE,Female,XYZ School Of Law,Delhi,Delhi,Graduate,FALSE
3046,Lahari,lahari@gmail.com,19-10-2022,FALSE,Female,XYZ Public School,Mumbai,Maharashtra,Grade 6-8,FALSE
3047,Divya,divya@gmail.com,15-05-2022,FALSE,Female,XYZ Public School,Bengaluru,Karnataka,Grade 6-8,TRUE
3048,Samruddhi,samruddhi@gmail.com,08-07-2022,TRUE,Female,XYZ School Of Engineering,Delhi,Delhi,Professional,FALSE
3049,Brijesh,brijesh@gmail.com,03-07-2022,TRUE,Male,XYZ School Of Engineering,Chennai,Tamil Nadu,Postgraduate,FALSE
3050,Nageshwar,nageshwar@gmail.com,13-05-2022,TRUE,Male,XYZ Pu College,Hyderabad,Telangana,Grade 8-12,TRUE
3051,Suman,suman@gmail.com,28-08-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Kanpur,Uttar Pradesh,Postgraduate,TRUE
